50	51	1	1					
1	1	0	0					
1	2	0	1					
1	3	0	2					
1	4	0	3					
1	5	0	4					
1	6	0	5					
1	7	0	6					
1	8	0	7					
1	9	0	8					
1	10	0	9					
1	11	0	10					
1	12	0	11					
1	13	0	12					
1	14	0	13					
1	15	0	14					
1	16	0	15					
1	17	0	16					
1	18	0	17					
1	19	0	18					
1	20	0	19					
1	21	0	20					
1	22	0	21					
1	23	0	22					
1	24	0	23					
1	25	0	24					
1	26	0	25					
1	27	0	26					
1	28	0	27					
1	29	0	28					
1	30	0	29					
1	31	0	30					
1	32	0	31					
1	33	0	32					
1	34	0	33					
1	35	0	34					
1	36	0	35					
1	37	0	36					
1	38	0	37					
1	39	0	38					
1	40	0	39					
1	41	0	40					
1	42	0	41					
1	43	0	42					
1	44	0	43					
1	45	0	44					
1	46	0	45					
1	47	0	46					
1	48	0	47					
1	49	0	48					
1	50	0	49					
1	51	0	50					
								
2	1	1	0					
2	2	1	1					
2	3	1	2					
2	4	1	3					
2	5	1	4					
2	6	1	5					
2	7	1	6					
2	8	1	7					
2	9	1	8					
2	10	1	9					
2	11	1	10					
2	12	1	11					
2	13	1	12					
2	14	1	13					
2	15	1	14					
2	16	1	15					
2	17	1	16					
2	18	1	17					
2	19	1	18					
2	20	1	19					
2	21	1	20					
2	22	1	21					
2	23	1	22					
2	24	1	23					
2	25	1	24					
2	26	1	25					
2	27	1	26					
2	28	1	27					
2	29	1	28					
2	30	1	29					
2	31	1	30					
2	32	1	31					
2	33	1	32					
2	34	1	33					
2	35	1	34					
2	36	1	35					
2	37	1	36					
2	38	1	37					
2	39	1	38					
2	40	1	39					
2	41	1	40					
2	42	1	41					
2	43	1	42					
2	44	1	43					
2	45	1	44					
2	46	1	45					
2	47	1	46					
2	48	1	47					
2	49	1	48					
2	50	1	49					
2	51	1	50					
								
3	1	2	0					
3	2	2	1					
3	3	2	2					
3	4	2	3					
3	5	2	4					
3	6	2	5					
3	7	2	6					
3	8	2	7					
3	9	2	8					
3	10	2	9					
3	11	2	10					
3	12	2	11					
3	13	2	12					
3	14	2	13					
3	15	2	14					
3	16	2	15					
3	17	2	16					
3	18	2	17					
3	19	2	18					
3	20	2	19					
3	21	2	20					
3	22	2	21					
3	23	2	22					
3	24	2	23					
3	25	2	24					
3	26	2	25					
3	27	2	26					
3	28	2	27					
3	29	2	28					
3	30	2	29					
3	31	2	30					
3	32	2	31					
3	33	2	32					
3	34	2	33					
3	35	2	34					
3	36	2	35					
3	37	2	36					
3	38	2	37					
3	39	2	38					
3	40	2	39					
3	41	2	40					
3	42	2	41					
3	43	2	42					
3	44	2	43					
3	45	2	44					
3	46	2	45					
3	47	2	46					
3	48	2	47					
3	49	2	48					
3	50	2	49					
3	51	2	50					
								
4	1	3	0					
4	2	3	1					
4	3	3	2					
4	4	3	3					
4	5	3	4					
4	6	3	5					
4	7	3	6					
4	8	3	7					
4	9	3	8					
4	10	3	9					
4	11	3	10					
4	12	3	11					
4	13	3	12					
4	14	3	13					
4	15	3	14					
4	16	3	15					
4	17	3	16					
4	18	3	17					
4	19	3	18					
4	20	3	19					
4	21	3	20					
4	22	3	21					
4	23	3	22					
4	24	3	23					
4	25	3	24					
4	26	3	25					
4	27	3	26					
4	28	3	27					
4	29	3	28					
